Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
4217,ORD-2021-64423,2021-09-07,2021-09-13,Same Day,CUS-24440,Customer 383,Home Office,United States,NOR-City-5,North Carolina,30619,South,OFF-ART-2689,Office Supplies,Art,Art Elite 959,251.89,4,0.0,56.95
4218,ORD-2021-88983,2021-09-08,2021-09-14,First Class,CUS-51673,Customer 500,Consumer,United States,NEW-City-4,New Jersey,88541,East,TEC-COP-6454,Technology,Copiers,Copiers Elite 582,5270.52,3,0.2,334.62
4219,ORD-2021-69582,2021-09-08,2021-09-11,Same Day,CUS-61554,Customer 306,Home Office,United States,OHI-City-4,Ohio,90999,Central,FUR-TAB-9090,Furniture,Tables,Tables Basic 148,13613.78,14,0.0,3082.99
4220,ORD-2021-55440,2021-09-08,2021-09-09,Standard Class,CUS-11677,Customer 662,Home Office,United States,ILL-City-3,Illinois,18556,Central,OFF-PAP-2994,Office Supplies,Paper,Paper Basic 582,2770.61,10,0.0,1055.76
4221,ORD-2021-39622,2021-09-08,2021-09-15,Standard Class,CUS-38837,Customer 674,Corporate,United States,OHI-City-2,Ohio,94622,Central,TEC-PHO-8418,Technology,Phones,Phones Basic 522,20659.59,15,0.0,3222.84
4222,ORD-2021-46422,2021-09-08,2021-09-10,Same Day,CUS-48408,Customer 475,Consumer,United States,NEV-City-2,Nevada,92069,West,FUR-BOO-7800,Furniture,Bookcases,Bookcases Elite 500,461.78,1,0.0,82.92
4223,ORD-2021-48885,2021-09-08,2021-09-14,Second Class,CUS-79799,Customer 642,Home Office,United States,CAL-City-3,California,85974,West,OFF-APP-7255,Office Supplies,Appliances,Appliances Basic 575,2173.4,13,0.2,313.43
4224,ORD-2021-66507,2021-09-08,2021-09-11,Second Class,CUS-89523,Customer 349,Consumer,United States,PEN-City-5,Pennsylvania,33181,East,FUR-TAB-9860,Furniture,Tables,Tables Premium 147,8217.49,7,0.0,1367.69
4225,ORD-2021-96573,2021-09-08,2021-09-15,First Class,CUS-40088,Customer 700,Consumer,United States,TEN-City-5,Tennessee,73442,South,TEC-PHO-6799,Technology,Phones,Phones Elite 883,5666.49,8,0.4,680.66
4226,ORD-2021-13359,2021-09-09,2021-09-15,Second Class,CUS-91997,Customer 31,Home Office,United States,CAL-City-4,California,58245,West,OFF-LAB-7233,Office Supplies,Labels,Labels Elite 763,1015.68,11,0.25,114.87
4227,ORD-2021-93634,2021-09-09,2021-09-11,Standard Class,CUS-24777,Customer 247,Corporate,United States,NEV-City-3,Nevada,51480,West,TEC-PHO-4921,Technology,Phones,Phones Premium 495,16047.12,9,0.0,5574.39
4228,ORD-2021-10648,2021-09-09,2021-09-12,Same Day,CUS-99746,Customer 569,Corporate,United States,PEN-City-2,Pennsylvania,61648,East,FUR-FUR-2477,Furniture,Furnishings,Furnishings Elite 257,1610.18,3,0.25,92.54
4229,ORD-2021-44530,2021-09-09,2021-09-11,Same Day,CUS-99941,Customer 945,Home Office,United States,IND-City-4,Indiana,80569,Central,TEC-MAC-1050,Technology,Machines,Machines Pro 683,21059.12,15,0.0,4943.53
4230,ORD-2021-65516,2021-09-09,2021-09-10,Same Day,CUS-22556,Customer 568,Consumer,United States,WAS-City-2,Washington,87414,West,OFF-FAS-7207,Office Supplies,Fasteners,Fasteners Pro 232,3430.35,14,0.15,550.12
4231,ORD-2021-49343,2021-09-10,2021-09-17,Same Day,CUS-10320,Customer 158,Corporate,United States,MIC-City-5,Michigan,74472,Central,TEC-MAC-4678,Technology,Machines,Machines Pro 910,2649.87,2,0.1,486.07
4232,ORD-2021-85076,2021-09-11,2021-09-17,First Class,CUS-23836,Customer 396,Home Office,United States,ORE-City-4,Oregon,79743,West,FUR-TAB-7382,Furniture,Tables,Tables Premium 742,4533.42,7,0.0,805.37
4233,ORD-2021-41959,2021-09-11,2021-09-16,Standard Class,CUS-86998,Customer 744,Consumer,United States,NEW-City-3,New York,96502,East,OFF-SUP-2458,Office Supplies,Supplies,Supplies Elite 646,1056.72,4,0.05,329.79
4234,ORD-2021-55777,2021-09-11,2021-09-18,Standard Class,CUS-73164,Customer 60,Home Office,United States,ARI-City-4,Arizona,11031,West,FUR-CHA-3337,Furniture,Chairs,Chairs Elite 172,11390.2,8,0.25,963.6
4235,ORD-2021-82694,2021-09-11,2021-09-18,Same Day,CUS-16897,Customer 280,Consumer,United States,CON-City-5,Connecticut,23856,East,OFF-BIN-7982,Office Supplies,Binders,Binders Premium 244,925.09,3,0.0,298.96
4236,ORD-2021-54769,2021-09-11,2021-09-12,Same Day,CUS-60632,Customer 25,Home Office,United States,ILL-City-3,Illinois,11415,Central,TEC-MAC-5162,Technology,Machines,Machines Pro 859,9044.65,5,0.0,2944.65
4237,ORD-2021-74154,2021-09-11,2021-09-14,First Class,CUS-17176,Customer 91,Consumer,United States,NEV-City-4,Nevada,22950,West,OFF-ART-5193,Office Supplies,Art,Art Pro 671,551.13,3,0.3,82.61
4238,ORD-2021-59772,2021-09-11,2021-09-14,Standard Class,CUS-32532,Customer 101,Home Office,United States,FLO-City-3,Florida,75782,South,OFF-ENV-2447,Office Supplies,Envelopes,Envelopes Premium 251,99.08,11,0.0,35.65
4239,ORD-2021-40569,2021-09-11,2021-09-15,First Class,CUS-49662,Customer 759,Home Office,United States,NEW-City-5,New York,36493,East,TEC-PHO-2865,Technology,Phones,Phones Elite 919,13384.31,13,0.15,2269.96
4240,ORD-2021-17251,2021-09-12,2021-09-14,Same Day,CUS-89962,Customer 240,Consumer,United States,MIC-City-2,Michigan,35526,Central,TEC-MAC-2689,Technology,Machines,Machines Elite 292,3069.92,6,0.15,768.88
4241,ORD-2021-66103,2021-09-12,2021-09-18,Second Class,CUS-28653,Customer 864,Home Office,United States,NEW-City-1,New Jersey,31429,East,TEC-MAC-8250,Technology,Machines,Machines Premium 512,9980.11,8,0.05,1658.4
4242,ORD-2021-29117,2021-09-12,2021-09-18,Second Class,CUS-28939,Customer 282,Home Office,United States,NEW-City-3,New York,48515,East,OFF-LAB-5778,Office Supplies,Labels,Labels Premium 546,1905.62,4,0.0,626.65
4243,ORD-2021-35579,2021-09-12,2021-09-19,Second Class,CUS-16715,Customer 810,Corporate,United States,CON-City-5,Connecticut,76993,East,TEC-ACC-7777,Technology,Accessories,Accessories Standard 687,1761.34,5,0.15,190.08
4244,ORD-2021-73240,2021-09-12,2021-09-18,Second Class,CUS-91881,Customer 594,Home Office,United States,ORE-City-3,Oregon,92894,West,TEC-MAC-7401,Technology,Machines,Machines Elite 879,3364.48,2,0.2,811.83
4245,ORD-2021-22698,2021-09-12,2021-09-16,Second Class,CUS-40172,Customer 975,Corporate,United States,CON-City-2,Connecticut,13418,East,OFF-APP-2969,Office Supplies,Appliances,Appliances Standard 209,5990.67,12,0.0,1440.56
4246,ORD-2021-40688,2021-09-12,2021-09-18,First Class,CUS-99090,Customer 28,Consumer,United States,NOR-City-3,North Carolina,86764,South,FUR-CHA-2784,Furniture,Chairs,Chairs Premium 894,5452.4,4,0.0,799.69
4247,ORD-2021-29115,2021-09-12,2021-09-19,Standard Class,CUS-84784,Customer 985,Consumer,United States,NEW-City-1,New Jersey,89978,East,TEC-COP-6081,Technology,Copiers,Copiers Standard 675,5656.09,9,0.25,405.7
4248,ORD-2021-17599,2021-09-12,2021-09-18,Second Class,CUS-63924,Customer 305,Consumer,United States,TEN-City-5,Tennessee,85895,South,FUR-BOO-1480,Furniture,Bookcases,Bookcases Standard 789,7514.85,10,0.0,1252.24
4249,ORD-2021-83864,2021-09-12,2021-09-14,First Class,CUS-60543,Customer 148,Home Office,United States,NOR-City-1,North Carolina,39636,South,OFF-APP-6762,Office Supplies,Appliances,Appliances Pro 641,1592.73,4,0.0,563.46
4250,ORD-2021-20607,2021-09-13,2021-09-17,First Class,CUS-82884,Customer 876,Home Office,United States,NOR-City-5,North Carolina,99031,South,FUR-FUR-6769,Furniture,Furnishings,Furnishings Standard 711,1382.19,4,0.3,-68.41
4251,ORD-2021-10817,2021-09-13,2021-09-14,First Class,CUS-17793,Customer 786,Consumer,United States,ILL-City-2,Illinois,88285,Central,TEC-MAC-8184,Technology,Machines,Machines Basic 604,9144.67,5,0.0,2115.79
4252,ORD-2021-49022,2021-09-13,2021-09-15,Standard Class,CUS-98146,Customer 636,Home Office,United States,IND-City-3,Indiana,63610,Central,FUR-TAB-8184,Furniture,Tables,Tables Elite 270,4376.06,6,0.3,136.53
4253,ORD-2021-98582,2021-09-13,2021-09-19,Second Class,CUS-94344,Customer 745,Home Office,United States,NEV-City-2,Nevada,75488,West,OFF-ENV-2885,Office Supplies,Envelopes,Envelopes Standard 351,175.08,1,0.0,67.78
4254,ORD-2021-14190,2021-09-13,2021-09-15,Standard Class,CUS-30788,Customer 179,Home Office,United States,ARI-City-1,Arizona,83660,West,FUR-TAB-5273,Furniture,Tables,Tables Standard 793,3978.07,6,0.4,-262.54
4255,ORD-2021-55250,2021-09-13,2021-09-20,Same Day,CUS-20826,Customer 588,Corporate,United States,MIC-City-4,Michigan,95151,Central,TEC-MAC-4850,Technology,Machines,Machines Elite 184,26390.37,15,0.05,3627.79
4256,ORD-2021-91356,2021-09-14,2021-09-15,Same Day,CUS-57710,Customer 354,Home Office,United States,TEN-City-2,Tennessee,27169,South,FUR-CHA-4459,Furniture,Chairs,Chairs Pro 533,7977.62,13,0.05,1024.1
4257,ORD-2021-59556,2021-09-14,2021-09-19,Same Day,CUS-86193,Customer 145,Consumer,United States,NOR-City-5,North Carolina,58779,South,TEC-ACC-3923,Technology,Accessories,Accessories Pro 314,8712.69,9,0.05,1908.84
4258,ORD-2021-16256,2021-09-14,2021-09-20,Standard Class,CUS-76518,Customer 363,Consumer,United States,TEN-City-1,Tennessee,40945,South,TEC-PHO-7110,Technology,Phones,Phones Standard 742,5048.19,8,0.0,1214.74
4259,ORD-2021-57910,2021-09-14,2021-09-19,First Class,CUS-48844,Customer 213,Consumer,United States,VIR-City-1,Virginia,89558,South,FUR-CHA-8827,Furniture,Chairs,Chairs Basic 892,7512.96,9,0.1,387.81
4260,ORD-2021-22960,2021-09-14,2021-09-21,Standard Class,CUS-49588,Customer 961,Consumer,United States,MAS-City-2,Massachusetts,88767,East,OFF-PAP-5501,Office Supplies,Paper,Paper Basic 178,1799.55,14,0.3,171.05
4261,ORD-2021-38742,2021-09-14,2021-09-20,Second Class,CUS-50173,Customer 44,Corporate,United States,NEV-City-3,Nevada,60404,West,FUR-CHA-5586,Furniture,Chairs,Chairs Elite 159,6651.01,6,0.0,1227.53
4262,ORD-2021-76062,2021-09-14,2021-09-18,Second Class,CUS-26586,Customer 247,Corporate,United States,MIC-City-2,Michigan,74819,Central,TEC-PHO-6692,Technology,Phones,Phones Standard 429,15061.98,12,0.1,3353.39
4263,ORD-2021-39874,2021-09-14,2021-09-17,Second Class,CUS-70436,Customer 191,Consumer,United States,TEN-City-3,Tennessee,26432,South,OFF-APP-1146,Office Supplies,Appliances,Appliances Pro 515,1999.28,4,0.0,436.25
4264,ORD-2021-87343,2021-09-14,2021-09-19,First Class,CUS-83186,Customer 671,Home Office,United States,PEN-City-3,Pennsylvania,87575,East,FUR-CHA-9584,Furniture,Chairs,Chairs Pro 377,10778.17,15,0.05,1006.64
4265,ORD-2021-73538,2021-09-14,2021-09-20,Standard Class,CUS-91830,Customer 28,Corporate,United States,TEX-City-4,Texas,90713,Central,TEC-ACC-1845,Technology,Accessories,Accessories Standard 928,3107.74,3,0.1,467.44
4266,ORD-2021-77175,2021-09-14,2021-09-16,Same Day,CUS-81948,Customer 961,Consumer,United States,NOR-City-1,North Carolina,64159,South,TEC-ACC-8160,Technology,Accessories,Accessories Basic 941,4032.55,6,0.0,617.13
4267,ORD-2021-35761,2021-09-14,2021-09-19,Second Class,CUS-97301,Customer 476,Home Office,United States,MIC-City-2,Michigan,69353,Central,OFF-LAB-8217,Office Supplies,Labels,Labels Premium 561,641.97,2,0.3,127.62
4268,ORD-2021-69785,2021-09-14,2021-09-15,First Class,CUS-41339,Customer 817,Home Office,United States,ARI-City-4,Arizona,60140,West,TEC-COP-8507,Technology,Copiers,Copiers Elite 535,11618.94,10,0.05,1762.84
4269,ORD-2021-60647,2021-09-14,2021-09-16,First Class,CUS-25030,Customer 639,Consumer,United States,NEW-City-5,New York,40510,East,TEC-COP-5207,Technology,Copiers,Copiers Basic 826,13005.12,11,0.0,3188.5
4270,ORD-2021-92894,2021-09-14,2021-09-16,First Class,CUS-65231,Customer 920,Consumer,United States,NOR-City-5,North Carolina,45713,South,FUR-TAB-4611,Furniture,Tables,Tables Elite 608,7237.05,7,0.15,1179.43
4271,ORD-2021-51945,2021-09-15,2021-09-16,Same Day,CUS-50265,Customer 514,Corporate,United States,NOR-City-5,North Carolina,98065,South,FUR-CHA-2781,Furniture,Chairs,Chairs Elite 318,2073.15,2,0.4,-141.92
4272,ORD-2021-54972,2021-09-15,2021-09-22,Second Class,CUS-44847,Customer 414,Consumer,United States,MAS-City-4,Massachusetts,48076,East,FUR-TAB-3168,Furniture,Tables,Tables Pro 162,1438.79,7,0.0,289.15
4273,ORD-2021-47135,2021-09-15,2021-09-22,First Class,CUS-64846,Customer 11,Home Office,United States,FLO-City-3,Florida,57772,South,TEC-PHO-5520,Technology,Phones,Phones Premium 752,1595.45,6,0.3,37.65
4274,ORD-2021-31929,2021-09-15,2021-09-19,Same Day,CUS-55163,Customer 203,Corporate,United States,MIC-City-4,Michigan,32873,Central,TEC-PHO-5016,Technology,Phones,Phones Premium 213,13548.97,9,0.05,3416.0
4275,ORD-2021-26658,2021-09-15,2021-09-21,First Class,CUS-96445,Customer 182,Consumer,United States,IND-City-2,Indiana,71744,Central,FUR-FUR-4566,Furniture,Furnishings,Furnishings Basic 671,7637.88,15,0.3,694.4
4276,ORD-2021-90684,2021-09-15,2021-09-20,Second Class,CUS-77363,Customer 912,Corporate,United States,OHI-City-5,Ohio,43878,Central,FUR-FUR-1389,Furniture,Furnishings,Furnishings Elite 536,6543.26,6,0.15,217.68
4277,ORD-2021-34816,2021-09-15,2021-09-21,First Class,CUS-74076,Customer 406,Consumer,United States,ORE-City-2,Oregon,83374,West,OFF-ENV-2347,Office Supplies,Envelopes,Envelopes Pro 950,269.03,1,0.2,38.91
4278,ORD-2021-93942,2021-09-16,2021-09-23,Same Day,CUS-80623,Customer 684,Corporate,United States,ORE-City-2,Oregon,76147,West,OFF-SUP-6110,Office Supplies,Supplies,Supplies Pro 280,5980.88,13,0.0,1356.02
4279,ORD-2021-24901,2021-09-16,2021-09-21,Standard Class,CUS-16362,Customer 522,Home Office,United States,ILL-City-4,Illinois,91891,Central,OFF-BIN-9233,Office Supplies,Binders,Binders Basic 950,496.65,12,0.25,43.42
4280,ORD-2021-29969,2021-09-16,2021-09-23,Standard Class,CUS-39571,Customer 735,Home Office,United States,NEW-City-1,New York,39334,East,FUR-CHA-9287,Furniture,Chairs,Chairs Elite 305,9070.92,11,0.3,541.2
4281,ORD-2021-58868,2021-09-16,2021-09-20,Standard Class,CUS-14548,Customer 203,Corporate,United States,IND-City-3,Indiana,92346,Central,FUR-TAB-9358,Furniture,Tables,Tables Elite 963,11757.11,10,0.15,1113.41
4282,ORD-2021-42071,2021-09-16,2021-09-21,First Class,CUS-88589,Customer 935,Consumer,United States,CAL-City-2,California,80200,West,OFF-PAP-4045,Office Supplies,Paper,Paper Elite 860,2266.31,7,0.0,814.98
4283,ORD-2021-12823,2021-09-16,2021-09-23,Same Day,CUS-52941,Customer 548,Consumer,United States,ILL-City-5,Illinois,64443,Central,OFF-FAS-4253,Office Supplies,Fasteners,Fasteners Pro 448,2209.97,11,0.1,476.98
4284,ORD-2021-73725,2021-09-16,2021-09-18,Same Day,CUS-89294,Customer 903,Home Office,United States,WAS-City-1,Washington,41977,West,OFF-ENV-4778,Office Supplies,Envelopes,Envelopes Standard 303,3561.38,14,0.15,536.61
4285,ORD-2021-64283,2021-09-17,2021-09-21,Same Day,CUS-81763,Customer 848,Home Office,United States,CON-City-4,Connecticut,86686,East,TEC-PHO-4192,Technology,Phones,Phones Premium 689,8748.79,14,0.1,2590.21
4286,ORD-2021-16225,2021-09-17,2021-09-24,Standard Class,CUS-30443,Customer 21,Corporate,United States,MAS-City-5,Massachusetts,94786,East,TEC-ACC-1142,Technology,Accessories,Accessories Standard 859,1458.78,1,0.1,409.44
4287,ORD-2021-36956,2021-09-17,2021-09-18,First Class,CUS-24698,Customer 336,Home Office,United States,NEW-City-1,New Jersey,49785,East,TEC-COP-7328,Technology,Copiers,Copiers Basic 510,5939.02,11,0.0,1758.07
4288,ORD-2021-65703,2021-09-17,2021-09-18,First Class,CUS-47565,Customer 527,Consumer,United States,NEW-City-5,New York,57115,East,FUR-FUR-8217,Furniture,Furnishings,Furnishings Premium 617,1319.75,3,0.1,247.48
4289,ORD-2021-21549,2021-09-17,2021-09-23,First Class,CUS-13296,Customer 110,Home Office,United States,WAS-City-4,Washington,92040,West,OFF-PAP-5912,Office Supplies,Paper,Paper Premium 945,33.55,4,0.25,7.34
4290,ORD-2021-27437,2021-09-17,2021-09-21,Same Day,CUS-28135,Customer 106,Corporate,United States,CAL-City-5,California,57449,West,TEC-MAC-5715,Technology,Machines,Machines Pro 509,7899.9,15,0.3,136.29
4291,ORD-2021-58951,2021-09-18,2021-09-20,Second Class,CUS-53071,Customer 495,Corporate,United States,ORE-City-1,Oregon,83258,West,OFF-STO-3240,Office Supplies,Storage,Storage Premium 722,5513.11,12,0.2,1169.48
4292,ORD-2021-82505,2021-09-18,2021-09-24,Second Class,CUS-98669,Customer 330,Corporate,United States,MIC-City-1,Michigan,18390,Central,OFF-PAP-7902,Office Supplies,Paper,Paper Pro 605,4647.2,11,0.2,961.82
4293,ORD-2021-85358,2021-09-18,2021-09-19,First Class,CUS-59592,Customer 156,Consumer,United States,TEX-City-5,Texas,77036,Central,TEC-COP-8433,Technology,Copiers,Copiers Basic 974,3078.85,2,0.0,852.14
4294,ORD-2021-63301,2021-09-18,2021-09-19,Same Day,CUS-78942,Customer 483,Corporate,United States,ARI-City-3,Arizona,12674,West,OFF-APP-9694,Office Supplies,Appliances,Appliances Elite 147,2674.57,12,0.15,695.0
4295,ORD-2021-28019,2021-09-18,2021-09-22,Standard Class,CUS-63533,Customer 261,Consumer,United States,OHI-City-3,Ohio,11138,Central,OFF-PAP-5596,Office Supplies,Paper,Paper Pro 497,245.73,4,0.3,12.9
4296,ORD-2021-79859,2021-09-18,2021-09-20,Second Class,CUS-40295,Customer 210,Corporate,United States,GEO-City-4,Georgia,68640,South,FUR-FUR-4082,Furniture,Furnishings,Furnishings Elite 911,2972.89,4,0.15,240.17
4297,ORD-2021-18597,2021-09-18,2021-09-25,Same Day,CUS-58598,Customer 241,Consumer,United States,GEO-City-3,Georgia,42766,South,OFF-PAP-4894,Office Supplies,Paper,Paper Pro 289,2869.88,12,0.3,374.26
4298,ORD-2021-21885,2021-09-18,2021-09-25,Same Day,CUS-61244,Customer 648,Home Office,United States,VIR-City-5,Virginia,51469,South,TEC-ACC-9284,Technology,Accessories,Accessories Premium 183,12295.94,13,0.1,3609.06
4299,ORD-2021-84366,2021-09-18,2021-09-22,Same Day,CUS-68172,Customer 639,Corporate,United States,MIC-City-1,Michigan,10485,Central,TEC-COP-9442,Technology,Copiers,Copiers Premium 803,7092.03,4,0.3,342.46
4300,ORD-2021-77608,2021-09-18,2021-09-25,Second Class,CUS-54231,Customer 261,Consumer,United States,ILL-City-2,Illinois,87319,Central,FUR-BOO-2397,Furniture,Bookcases,Bookcases Elite 376,13715.55,10,0.25,886.26
4301,ORD-2021-44731,2021-09-19,2021-09-21,First Class,CUS-44752,Customer 911,Home Office,United States,OHI-City-2,Ohio,20623,Central,FUR-BOO-2724,Furniture,Bookcases,Bookcases Premium 447,5187.01,10,0.1,389.05
4302,ORD-2021-23468,2021-09-19,2021-09-23,Standard Class,CUS-60741,Customer 552,Consumer,United States,NEW-City-4,New Jersey,71187,East,OFF-ENV-1971,Office Supplies,Envelopes,Envelopes Basic 641,5442.09,14,0.0,1574.5
4303,ORD-2021-59876,2021-09-19,2021-09-22,Same Day,CUS-25619,Customer 566,Corporate,United States,OHI-City-5,Ohio,51291,Central,TEC-ACC-1205,Technology,Accessories,Accessories Basic 622,7545.57,12,0.4,874.79
4304,ORD-2021-89806,2021-09-19,2021-09-23,First Class,CUS-41925,Customer 398,Consumer,United States,TEX-City-2,Texas,74150,Central,OFF-PAP-6853,Office Supplies,Paper,Paper Standard 361,185.09,13,0.05,34.14
4305,ORD-2021-86490,2021-09-20,2021-09-24,Standard Class,CUS-17035,Customer 888,Home Office,United States,OHI-City-3,Ohio,99220,Central,TEC-COP-8598,Technology,Copiers,Copiers Pro 581,14275.05,8,0.3,342.08
4306,ORD-2021-77484,2021-09-20,2021-09-22,Standard Class,CUS-81468,Customer 193,Corporate,United States,CAL-City-1,California,18617,West,TEC-PHO-1442,Technology,Phones,Phones Pro 524,14735.69,14,0.0,4689.66
4307,ORD-2021-50218,2021-09-20,2021-09-23,Second Class,CUS-43487,Customer 175,Corporate,United States,NEW-City-2,New York,66068,East,TEC-MAC-5267,Technology,Machines,Machines Basic 716,9875.94,8,0.05,2036.45
4308,ORD-2021-99997,2021-09-20,2021-09-23,First Class,CUS-63777,Customer 20,Home Office,United States,WAS-City-4,Washington,29839,West,OFF-FAS-7606,Office Supplies,Fasteners,Fasteners Basic 536,2769.31,9,0.15,537.95
4309,ORD-2021-68265,2021-09-20,2021-09-23,First Class,CUS-27212,Customer 769,Home Office,United States,VIR-City-4,Virginia,56147,South,OFF-ART-1142,Office Supplies,Art,Art Elite 233,706.76,2,0.2,90.1
4310,ORD-2021-28527,2021-09-20,2021-09-25,Standard Class,CUS-15198,Customer 881,Consumer,United States,MIC-City-4,Michigan,40164,Central,FUR-FUR-7839,Furniture,Furnishings,Furnishings Pro 904,11018.72,10,0.15,599.92
4311,ORD-2021-20435,2021-09-20,2021-09-27,First Class,CUS-58675,Customer 454,Consumer,United States,PEN-City-5,Pennsylvania,36722,East,TEC-ACC-8557,Technology,Accessories,Accessories Standard 489,15995.62,9,0.4,-648.4
4312,ORD-2021-45009,2021-09-21,2021-09-26,Second Class,CUS-63043,Customer 679,Home Office,United States,FLO-City-4,Florida,28814,South,TEC-COP-1043,Technology,Copiers,Copiers Pro 676,16092.91,12,0.05,3123.61
4313,ORD-2021-66166,2021-09-21,2021-09-27,Second Class,CUS-84075,Customer 485,Consumer,United States,CON-City-5,Connecticut,63513,East,TEC-PHO-8847,Technology,Phones,Phones Pro 949,21188.51,13,0.05,3308.59
4314,ORD-2021-54191,2021-09-22,2021-09-29,Second Class,CUS-37279,Customer 412,Home Office,United States,ILL-City-4,Illinois,36871,Central,OFF-FAS-7141,Office Supplies,Fasteners,Fasteners Pro 539,3136.47,10,0.0,945.52
4315,ORD-2021-51907,2021-09-22,2021-09-27,First Class,CUS-16160,Customer 5,Consumer,United States,ORE-City-4,Oregon,13409,West,OFF-ENV-5687,Office Supplies,Envelopes,Envelopes Standard 525,521.07,9,0.15,108.98
4316,ORD-2021-85491,2021-09-22,2021-09-26,First Class,CUS-45909,Customer 9,Home Office,United States,NOR-City-1,North Carolina,80667,South,FUR-FUR-2067,Furniture,Furnishings,Furnishings Standard 526,968.25,2,0.15,52.15
4317,ORD-2021-30813,2021-09-22,2021-09-29,Standard Class,CUS-61682,Customer 264,Consumer,United States,TEN-City-5,Tennessee,53502,South,TEC-COP-9468,Technology,Copiers,Copiers Standard 106,3683.94,4,0.05,920.57
4318,ORD-2021-64755,2021-09-22,2021-09-24,Same Day,CUS-59941,Customer 849,Corporate,United States,CAL-City-2,California,30577,West,FUR-BOO-9625,Furniture,Bookcases,Bookcases Basic 734,3152.1,3,0.0,753.08
4319,ORD-2021-52765,2021-09-23,2021-09-27,First Class,CUS-43084,Customer 23,Consumer,United States,IND-City-3,Indiana,12698,Central,FUR-FUR-6559,Furniture,Furnishings,Furnishings Premium 212,4585.6,11,0.2,595.54
4320,ORD-2021-25997,2021-09-23,2021-09-24,Second Class,CUS-57560,Customer 925,Home Office,United States,NEW-City-2,New York,61508,East,OFF-SUP-7302,Office Supplies,Supplies,Supplies Standard 754,3135.85,14,0.0,1197.76
4321,ORD-2021-23892,2021-09-23,2021-09-25,Standard Class,CUS-82520,Customer 231,Corporate,United States,MIC-City-5,Michigan,93894,Central,FUR-BOO-1316,Furniture,Bookcases,Bookcases Pro 541,12382.23,11,0.05,2664.36
4322,ORD-2021-13093,2021-09-23,2021-09-30,First Class,CUS-76021,Customer 223,Corporate,United States,NOR-City-4,North Carolina,69395,South,TEC-ACC-7414,Technology,Accessories,Accessories Standard 227,1058.7,8,0.0,199.64
4323,ORD-2021-89864,2021-09-23,2021-09-30,First Class,CUS-71157,Customer 702,Consumer,United States,CON-City-4,Connecticut,71445,East,TEC-MAC-2573,Technology,Machines,Machines Pro 588,5826.54,3,0.2,1326.79
4324,ORD-2021-53314,2021-09-23,2021-09-29,First Class,CUS-82268,Customer 905,Home Office,United States,MAS-City-5,Massachusetts,84733,East,OFF-STO-5337,Office Supplies,Storage,Storage Premium 382,2945.29,6,0.0,991.48
4325,ORD-2021-15942,2021-09-23,2021-09-28,Standard Class,CUS-96395,Customer 805,Corporate,United States,NEW-City-3,New Jersey,30091,East,TEC-PHO-9480,Technology,Phones,Phones Basic 263,1559.48,1,0.05,313.33
4326,ORD-2021-16430,2021-09-23,2021-09-28,First Class,CUS-71579,Customer 187,Corporate,United States,TEN-City-3,Tennessee,91865,South,OFF-ENV-4928,Office Supplies,Envelopes,Envelopes Elite 437,2186.71,15,0.4,362.64
4327,ORD-2021-82006,2021-09-23,2021-09-28,Same Day,CUS-58029,Customer 108,Home Office,United States,MIC-City-5,Michigan,95422,Central,FUR-BOO-8316,Furniture,Bookcases,Bookcases Standard 158,1461.06,1,0.0,183.38
4328,ORD-2021-44107,2021-09-24,2021-09-30,Standard Class,CUS-73288,Customer 846,Home Office,United States,ARI-City-1,Arizona,48763,West,FUR-TAB-1663,Furniture,Tables,Tables Pro 552,2871.5,10,0.3,-56.3
4329,ORD-2021-93341,2021-09-24,2021-09-26,First Class,CUS-45652,Customer 971,Home Office,United States,CAL-City-4,California,37660,West,OFF-APP-3569,Office Supplies,Appliances,Appliances Standard 662,2774.74,8,0.3,558.36
4330,ORD-2021-47913,2021-09-24,2021-09-30,Same Day,CUS-12861,Customer 230,Consumer,United States,ILL-City-4,Illinois,96044,Central,FUR-CHA-3950,Furniture,Chairs,Chairs Standard 822,5857.89,8,0.0,1025.05
4331,ORD-2021-16593,2021-09-24,2021-09-30,Second Class,CUS-68968,Customer 587,Consumer,United States,ORE-City-4,Oregon,97676,West,FUR-BOO-6071,Furniture,Bookcases,Bookcases Basic 275,6998.21,12,0.25,659.3
4332,ORD-2021-76543,2021-09-24,2021-09-26,Standard Class,CUS-48770,Customer 865,Consumer,United States,ORE-City-4,Oregon,59377,West,FUR-CHA-3253,Furniture,Chairs,Chairs Elite 179,5775.48,11,0.4,-464.02
4333,ORD-2021-76790,2021-09-25,2021-10-02,Same Day,CUS-65748,Customer 888,Home Office,United States,FLO-City-4,Florida,17961,South,TEC-ACC-1267,Technology,Accessories,Accessories Premium 669,15189.75,9,0.0,4023.35
4334,ORD-2021-78307,2021-09-25,2021-09-27,Same Day,CUS-76167,Customer 920,Consumer,United States,WAS-City-5,Washington,93608,West,OFF-ENV-4670,Office Supplies,Envelopes,Envelopes Pro 640,2267.64,12,0.3,403.65
